번호,제목,제목url,댓글,글쓴이,글쓴이ip,조회,추천,상세시간,내용,첨부이미지
5493926,가을 어디감?,https://gall.dcinside.com/board/view/?id=frozen&no=5493926&page=9,2,멍붕슨,,89,0,2024.10.03 17:30:58,시발 은행열매 냄새 나는 겨울이네 그냥,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376520a1321630e19cf3c12a563080b298ab2f92ffc7de361b91c669f921ae9f8d27392&amp;f_no=1716629117.jpg
5493925,KT 업세에에에에에에에엣,https://gall.dcinside.com/board/view/?id=frozen&no=5493925&page=9,2,김안나,,91,0,2024.10.03 17:06:31,이게되네!!!!!!!!!미쳤다  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e37651041f2760031ac237163304065c4d106089d852d4f85b4c6ce91728f9059b37d3d07a0a1f4d0095d36823f316277e29a37a0610edc8a9e8f6b6b96e8a4bc31d33f1355061&amp;f_no=resizeImage_0Screenshot_20241003_170336_NAVER.jpg
5493924,와 나 살빠졌을땐 어떻게 찍어도 볼만하긴했네,https://gall.dcinside.com/board/view/?id=frozen&no=5493924&page=9,11,멍붕슨,,102,0,2024.10.03 16:46:28,지금은 전면카메라 부셔놓음,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376520a1321630e19ce331575ed02565eb78679e75c8461979395a87e01bc5a3a693c309e70860e66a5fd08bce034f58a707ae44676&amp;f_no=donggang-20211222-053833-000.png
5493923,비 졸라 쏟아지니 한편으론 잘 된듯,https://gall.dcinside.com/board/view/?id=frozen&no=5493923&page=9,,ㅇㅇ,183.107,62,0,2024.10.03 16:36:26,금욜에 휴가 써서 오늘부터 놀러가려 했는데 회사에서 휴가 못 쓰게 해 여행 취소했는데 한동안 날씨 좋더니 오늘 비 팍팍 쏟아지네,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500d1c23610c1ecf341456787576ed0b239bb1f670a9677d4e20eab621a63d74840b5ed6ae929d4254ca989f2d2425&amp;f_no=-87885509630585427040.0.jpg
5493922,아서플렉 가짜녀석,https://gall.dcinside.com/board/view/?id=frozen&no=5493922&page=9,2,ㅇㅇ,222.107,71,0,2024.10.03 14:21:36,내면의 어둠을 받아들이고파괴가 새로운 창조라는 걸 깨달았어야,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500a1825650a1ccd3117eb22ffcafd04f03ed825bd44c8cd92401a79a9cd314d7ec7598c975879e907ac3b4d9eaadee3da06092bca40a3acfd2031ed&amp;f_no=AF7E804A-F857-44E0-8169-5DF328D659B4.gif
5493921,조커보러 극장와씀,https://gall.dcinside.com/board/view/?id=frozen&no=5493921&page=9,5,ㅇㅇ,223.33,70,0,2024.10.03 14:03:10,호불호가 좀 갈리는 거싶은데 난 어차피 아서가 깽판치는 거만 보면 그만이라 노상관 ㅋㅋㅋ 아 고담뿌셔 무례한새끼들죽여 재밌겠다 ㅋㅋ,
5493920,원래 계획대로라면 지금 파주에서,https://gall.dcinside.com/board/view/?id=frozen&no=5493920&page=9,,ㅇㅇ,183.107,62,0,2024.10.03 13:12:03,통일전망대 보고 있을 시간인데,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500d1c23610c1ecf341456282376b55a7b98e1f638fd23245b27e491c95746a906d4a75b31b42f894bc52f4f4a40200c&amp;f_no=elsa-20240430-004048-013.jpg
5493918,난 계속 자폭하고 있음,https://gall.dcinside.com/board/view/?id=frozen&no=5493918&page=9,,Modaya,,60,0,2024.10.03 12:22:13,없다는걸 알면서도 수시로 확인하는 실수를 범함 그냥 안일어나는걸로 선을 긋고 그 종말을 감수하면 되잖아 ㅜㅜ - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500b1d23620c19c2341068fc4144fd069eb201f1524b09ac54292a94d6decc44310d7463739b&amp;f_no=79451272682749.jpg
5493917,다들 서로 친하게 지내세요,https://gall.dcinside.com/board/view/?id=frozen&no=5493917&page=9,13,천연효모식빵,,117,0,2024.10.03 11:31:32,사랑은 좋은겁니다,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e3765204122162081fcf30122271107d4dd6a7f05ebc97a536a654d6817d5f8b409381d266081b72d15d814addc2857db9aa36014cdb70ed646d8094d65b&amp;f_no=736F03AB-0252-49A9-BAAA-CF8E80C6458E.jpg
5493916,개천절 명언,https://gall.dcinside.com/board/view/?id=frozen&no=5493916&page=9,1,ㄱㅁㅅs,121.162,37,1,2024.10.03 10:20:41,"승리보다는, 승리를 위해 노력하는 것이 더 큰 의미가 있다.Winning is not everything, but the effort to win is.-지그 지귤러-",
5493914,가짜,https://gall.dcinside.com/board/view/?id=frozen&no=5493914&page=9,3,ㅇㅇ,222.107,86,0,2024.10.03 07:47:09,가짜,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500a1825650a1ccd3117eb25a19aa95ef5698e25bf35c6caeb369f24a1ff98ea19c6bb06edd9c1ae4bcb3e90929f339169fcf36acd6a4c4d52fb9f6c&amp;f_no=C79BAF00-5CCD-4E94-BD42-C79EB050C94B.gif
5493911,분탕치고빠지기 하니까 산캐하다,https://gall.dcinside.com/board/view/?id=frozen&no=5493911&page=9,1,ㅇㅇ,222.107,94,0,2024.10.03 03:50:44,코런눈으로 보지마여,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500a1825650a1ccd3117eb73f2cdaa05f26d8a54967298&amp;f_no=0H581GAHE6XYD2A330XDKTR8A0.jpg
5493910,함 구경갔는데 눈쌀이 찌푸려지는 점이 있네요,https://gall.dcinside.com/board/view/?id=frozen&no=5493910&page=9,4,*JungNu*,,76,0,2024.10.03 02:38:09,감히 내 충신이었던 사또를 사칭하는 자가 있다니 이건 매우 불편합니다  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e37652041221620a1fcd3613750288cb0f4950ffc3b3914cf86a5b51695f9d8a1298e78e10c787649bbbd7efd7eb3da07c92618bfe8e827f682554554cb9bd8d7c0cba78fa2efc10f9ff&amp;f_no=be9a85f9a5a24f84a5c6a7c858a78511_1693318363786_d.jpg
5493908,엘갤이 시끄럽군요 흠흠,https://gall.dcinside.com/board/view/?id=frozen&no=5493908&page=9,7,ㅇㅇ,221.152,105,0,2024.10.03 01:27:31,신께서 가주시지요  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376500a1a2364031ccc3615d57be6b4b5cfcc7e0ba021c8c5abed0517ca451d4fa4bd01fa87a1e1dd61dc6c3abb3510e4cb2326c3910b44529c53&amp;f_no=frozen-20240623-143129-000-resize.jpg
5493906,3d 프린터 왔다!,https://gall.dcinside.com/board/view/?id=frozen&no=5493906&page=9,7,아렌델시민A,,72,0,2024.10.03 00:35:17,1        이미지 순서 ON2        이미지 순서 ON딸깍의 시대니 그에 맞는 프린터 구입함! 전에 쓰던거에비해 엄청발전했네 일단 속도부터 열배는 차이나는듯. 게다가 전자동이라 리얼 딸깍 그자체... 진짜 3d프린터는 뱀부이전과 이후로 나뉜다는게 ㄹㅇ이였네  - dc official App,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376520419216b0f1ac3371358f790d91efd2401d3c7ef1c1de2519f420e4089d2f5ee80754bd485f7926490afd575c855e00c3724c55b0b99a6&amp;f_no=7e6336828d406a8182a8e4866a543efc.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376520419216b0f1ac3371358f2c6df4dfd2454d0c7aa1c58b818ccbfa48cb7e7f9756bff5babf6e664ea25e63dc8b3cc63cf6c70e6&amp;f_no=resizeImage_120241003_003146.jpg"
5493905,정령님의 시간 엘시,https://gall.dcinside.com/board/view/?id=frozen&no=5493905&page=9,2,프로즌3,,54,1,2024.10.03 00:22:58,,
5493904,엘-시,https://gall.dcinside.com/board/view/?id=frozen&no=5493904&page=9,,ㅇㅇ,118.235,22,0,2024.10.03 00:22:40,1222 엘-시,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e3765204122162081cc93714d9cca4c3ae9afc771f2360e2af4d75ca5c43bc8714a3824141389334ace2863c65b7e63395352053&amp;f_no=frozen-20230504-020133-000.jpg
5493903,엘시이이이,https://gall.dcinside.com/board/view/?id=frozen&no=5493903&page=9,,아렌델시민A,,25,1,2024.10.03 00:22:37,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee6b0aeec5e3304e376520419216b0f1ac3371358ff918b1bf82007d7c7bd1558b04f9bf52381acd23a83b5a334858f3d848d3d0c89380e1bd931bb97448ef0ea&amp;f_no=elsa-20210929-100904-000-resize.jpg
5493901,오늘 저녁은 조용히 방구석에서 자위,https://gall.dcinside.com/board/view/?id=frozen&no=5493901&page=9,6,ㅇㅇ,118.235,90,0,2024.10.02 21:09:05,나를 위로하기 위해 내뱃살 고기 좀 사서 먹고 있다,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f9c3a4167f3d21a4905ceab0f99537be6debfeb29b7c462c52fb103b8cb3b7ecb806972f8a3c29&amp;f_no=020241002_210424.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f9c3a4167f3d21a4905ce9e0a5c567e269bbfeb09d75432956f76ffca16221ba2888f0ee2dfa5b0565db16e18f29a0f9ccb51b9d2d0ec0&amp;f_no=249715fafd7a8bdba1526f4ae92e3d58.gif"
5493899,님들 요즘 어케 삶,https://gall.dcinside.com/board/view/?id=frozen&no=5493899&page=9,9,사스가엘사갓,,111,0,2024.10.02 20:15:24,2달후면 연말인데 다들 어케 지내시나요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac7f5cfa4137d3f26a799c9aeac524fa6a9bd2cb06243086c03f53fc00b32c2757b246a35cd13ce677f70094007eedfd2debbf3379c48d1153c96b69d&amp;f_no=024F001C-7C4A-4F1F-98BB-4E6769CA5491.jpg
5493898,고지혈증인데 삼겹살 먹는중,https://gall.dcinside.com/board/view/?id=frozen&no=5493898&page=9,2,ㅇㅇ,45.64,38,0,2024.10.02 20:07:24,이러다 진짜 죽으려나,
5493896,프리덤건담 진짜 ㅈ간진데 SD캡파 섭종이 아쉽네요,https://gall.dcinside.com/board/view/?id=frozen&no=5493896&page=9,2,ㅇㅇ,221.152,57,0,2024.10.02 18:43:17,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac7f7cba610743d27a49f45f126eb74a8e5912f2937dfc3443027a62bb8b1d4c09abb3f458c021020df98b0398a80097a6248a152ab5d1ea8ed&amp;f_no=frozen-20240623-143129-000-resize.jpg
5493895,수염 잔털 다 뽑음,https://gall.dcinside.com/board/view/?id=frozen&no=5493895&page=9,5,ㅇㅇ,221.152,53,0,2024.10.02 18:34:18,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac7f7cba610743d27a49f45f623e925fee4c07f2937dfc344302735a698b66fe513e3fed1d40e32c56efca8d2a62e9f129a2b5ee12b5f76c2cc&amp;f_no=frozen-20240623-143129-000-resize.jpg
5493894,가짜빻음혐성시,https://gall.dcinside.com/board/view/?id=frozen&no=5493894&page=9,8,치요모모,,62,1,2024.10.02 18:24:45,아 안시 말한거 아닙니다 ㅎㅎ  - dc official App,
5493893,안-시 안안안-시,https://gall.dcinside.com/board/view/?id=frozen&no=5493893&page=9,,ㅇㅇ,118.235,37,0,,,
5493892,예약했던 호텔 여행코스 취소했다,https://gall.dcinside.com/board/view/?id=frozen&no=5493892&page=9,1,ㅇㅇ,118.235,38,0,2024.10.02 17:50:35,예약한거 취소 수수료 몆 만원 나왔으면 더 열받았을텐데 다행히 수수로 얼마 안생겼다 금요일 하루 월차 써서 목 금 쉬려고 지난 토 일 어제 빨간날 다 출근해 자료 만들어서  오늘 제출했는데 진짜 개조같다 왜 꼭 사무실에 쳐박혀있어야만 일 잘하는 줄 아나  조직문화 개판이다 이러니 잊을만하면 사람들이 회사 옥상에서 뛰어내리지,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f9c3a4167f3d21a4905cb9b3f89136e36bb8fee4db230e7d0dbade546868be49ab19ba34c1556bb48894e3e8e4ef10a451&amp;f_no=frozen-20221119-004710-003.jpg
5493891,조귀 조커모드 키고도 개같이 쳐맞을때 ㅈㄴ 슬픔,https://gall.dcinside.com/board/view/?id=frozen&no=5493891&page=9,1,Frozen,,34,0,2024.10.02 17:16:13,압도적인 폭력앞에 결국에는 비참하게 애원하는거 진짜 ㅈㄴ 불쌍함...,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed338367d48d50e305013b0c8acd81bc5e9004310c4e897f9ac9d5696c0a9bd29450a222a77cf9170417c345f3130977d4aa2&amp;f_no=commercial_movie-20241002-154257-000.jpg
5493890,날이춥네요,https://gall.dcinside.com/board/view/?id=frozen&no=5493890&page=10,6,세레나,,62,0,2024.10.02 17:14:19,감기조심들하세요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac7f7cea21f7e3320a79b265c0eb238b3edc69a85c511ba0bee7adbee62b150a586a9eccccaff8016&amp;f_no=EwOUt0KXAAErw39.jpeg
5493889,그돈씨.....,https://gall.dcinside.com/board/view/?id=frozen&no=5493889&page=10,,Frozen,,25,0,2024.10.02 17:11:33,1        이미지 순서 ON2        이미지 순서 ON3        이미지 순서 ON(좋음),"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed3396d2a1f810c37071380c4b3d01bd9bfee41e8b6593b8af99f9cec865d4e96ae32e354d3d5c7bea06f499adfad98bfa4b2086044051397&amp;f_no=Screenshot_20241002_170931_SamsungInternet.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed36a667a4f860d330413e297f3ea1fdbf59d5853aab582ad613c4db046c0d9c3cbfd4e76ee&amp;f_no=102_alcantransmission_m.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed368642c198459330713e297f2ea1fdb6761376eea3d999e132cdbf0098a979e&amp;f_no=103_alcanparking_m.jpg"
5493888,미친 징검다리ㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5493888&page=10,4,ㅇㅇ,221.152,50,0,2024.10.02 15:56:13,- dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac7f7cba610743d27a49f45f177ee27a5b7c37d2937dfc3443027a7af3c0c2148e5f2624e248d4129b420ce6a31675b3b468e3cb3646d755272&amp;f_no=frozen-20240623-143129-000-resize.jpg
5493887,딱지 많이 모앗다 ㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5493887&page=10,12,Frozen,,94,0,2024.10.02 14:38:37,1        이미지 순서 ON2        이미지 순서 ON3        이미지 순서 ON4        이미지 순서 ON5        이미지 순서 ON6        이미지 순서 ON7        이미지 순서 ON8        이미지 순서 ON9        이미지 순서 ON10        이미지 순서 ON11        이미지 순서 ON,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed369372b18d35f39091380c4b3d01bd931ad8b13d153a8c0af141d6202e08ef85a0e830c3f523363&amp;f_no=Screenshot_20241002_143314.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed339642c18d25632021380c4b3d01bd9f66ba00bcc4da16f12b9a195ab52618f443e0fb31412747f&amp;f_no=Screenshot_20241002_143321.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed338637e18d60e60021380c4b3d01bd9ed516d9753f4e0331252d8ea74ba6ffdcde888eebe54f472&amp;f_no=Screenshot_20241002_143342.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed33f66794fd45d33531380c4b3d01bd9040ed638359a102d783d2b2cdeef437e9e9b79c54404f7ec&amp;f_no=Screenshot_20241002_143348.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed333327d48d15762531380c4b3d01bd9c684a9e1971dbc3c737db7d79fe896cd5dd5181dcf147b77&amp;f_no=Screenshot_20241002_143411.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed332627a18865963021380c4b3d01bd9613660ca8f4b47e12f3a1eba56c7068edb7f8bd1040018d5&amp;f_no=Screenshot_20241002_143441.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed3326d2b4ad25a33551380c4b3d01bd921d8021057e650abc301c77914f659c873d5d6ddc61df721&amp;f_no=Screenshot_20241002_143503.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed36a31204ed20b32031380c4b3d01bd99c60aa6a42bb5b2c4e1d0415d0d03a70281226a7347f7e02&amp;f_no=Screenshot_20241002_143522.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed33d602118810e65021380c4b3d01bd949b4a1906889b4783926ec34a9d773072b64dc79d58731b5&amp;f_no=Screenshot_20241002_143548.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed33a607b4a825664051380c4b3d01bd926746cfd78ec37ff68111f253690f5b55ac560ea6cac3705&amp;f_no=Screenshot_20241002_143557.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed369302018830e32541380c4b3d01bd91c898046f5a4ce991f6e56bae2d43216b58fae77b72adbaa&amp;f_no=Screenshot_20241002_143715.png"
5493886,흠 천장 서피커 재시공 해야되는데 진짜 귀찮아 죽겟네,https://gall.dcinside.com/board/view/?id=frozen&no=5493886&page=10,1,Frozen,,27,0,2024.10.02 14:33:05,아오,
5493885,요즘 하이파이도 야비애터모스 마케팅 드가는거같노,https://gall.dcinside.com/board/view/?id=frozen&no=5493885&page=10,7,Frozen,,36,0,,,
5493884,내 코루레이 다 썩어 문드러지겟노 ㅠ,https://gall.dcinside.com/board/view/?id=frozen&no=5493884&page=10,2,Frozen,,56,0,2024.10.02 13:06:36,90퍼센트가 미개봉인데 재생불량이거나 디스크 안들어잇다던지 하는것도 잇을거같고 시발거 나올때 안사노면 나중에 못구하니 딜레마 ㅆㅅㅌㅊ (강제 저장 강박 틀딱행),
5493883,나도 볼륨에 자유가 없으니까 방구석 5.2.4로는 영화 안봄,https://gall.dcinside.com/board/view/?id=frozen&no=5493883&page=10,,Frozen,,29,0,2024.10.02 13:02:22,코루레이도 잔뜩 사놧고 풀세팅 해놧는데 돌비시네마만 개조지노 게임 음악은 괜찬은데 영화는 다이나믹레인지가 ㅅㅂ... 게이옵션은 키기싫고 하..,
5493882,근데 직장인들은 엔진오일 어케가냐? 코루핸즈 대기 똘아이급이던데,https://gall.dcinside.com/board/view/?id=frozen&no=5493882&page=10,2,Frozen,,53,0,2024.10.02 12:45:55,예약은 3~4주뒤까지 꽉차잇고 당일 방문은 아침 8시 땡치고 오픈런해야 오전에 가능하고 좀만 늦으면 오후까지 기달려야되고 이거도 평일 이야기고 토요일은 하는데 ㅈ도 없고 쉬는날부터 아침 8시 오픈런에 오전내내 기다리고 늦잠도 못자고 오전 싹다 날리는게 개 ㅈ같은데...?,
5493880,아엔 엔진오일 썩으니까 팝콘 잘 안터짐,https://gall.dcinside.com/board/view/?id=frozen&no=5493880&page=10,,Frozen,,29,0,2024.10.02 12:39:29,출고하고 1000키로쯤 타고 갈고 지금 한 5500쯤 탄거같은데 팝콘이 잘 안터짐,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed33b357b4e885839501380c4b3d01bd97e7c72534925535c572b7c9850f86c569aa14de8854b46ae6a2ec69ada4b5f9f&amp;f_no=Screenshot_20241002_123728_Gallery.png
5493879,주낙망 솔직히 몇번 돌려봄,https://gall.dcinside.com/board/view/?id=frozen&no=5493879&page=10,,멍붕슨,,36,2,2024.10.02 12:38:43,대놓고 어필하는 그림체인데 어캐 참음,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac6f0c2a2117b3825a49b74ad958d9ee7270ba5f46ba8ceefd7156c785cdb38f3529e&amp;f_no=1716629117.jpg
5493878,얼평좀,https://gall.dcinside.com/board/view/?id=frozen&no=5493878&page=10,,ㅇㅇ,91.219,49,0,2024.10.02 12:30:36,- dc official App,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f5cea0167f3f20a3910362575090c83115b7a20a5ec8101d7d630624c040705c4df4c892822712b9f87be16d26142d8fa0&amp;f_no=Screenshot_20241002-122710.png
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f5cea0167f3f20a3910332090c919b3740b1a20a5ec8101d7d13d69cc0141c004c106785d749737244998be2347cbadd14&amp;f_no=Screenshot_20241002-122703.png"
5493877,엘사보단 주디가 더 귀엽긴함,https://gall.dcinside.com/board/view/?id=frozen&no=5493877&page=10,2,쥬디홉스,,44,1,2024.10.02 12:22:32,엘사는 이쁜거지,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f9c3a4167f3a21af99a6a5de109dde2f50df3a6a86102b0206cf0c29afd7a6570cfb2cc9390623e6e0ae5f864fab05be885e539dd30dea90249919&amp;f_no=757406A2-91EC-4347-9B6B-B72ED3F8A406.jpg
5493876,엘-시,https://gall.dcinside.com/board/view/?id=frozen&no=5493876&page=10,,ㅇㅇ,118.235,23,0,2024.10.02 12:22:10,엘-시,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f9c3a4167f3d21a4905ce8e7f2c361ed3beefee4db230e7d0d22aac2df841df28fddc26ffb93f0e6b5b30189d498ed6ec1b2c362379a&amp;f_no=frozen-20190417-002606-000jpg.0.jpg
5493875,엘갤을 왜함,https://gall.dcinside.com/board/view/?id=frozen&no=5493875&page=10,7,치요모모,,109,3,2024.10.02 12:15:16,루리웹 엘사 게시판이잖아 거기  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac7f5cea216793e26a1996661957911b6fc6fa825d361841d9c4d7a6a9d951cc6560624494f6694df9ccb829d31f4a55db2&amp;f_no=Kokorowa-hime.600.4238347.jpg
5493874,나 옛날글 댓글 찾아보면 멍붕슨 쟤도 나쁜애임,https://gall.dcinside.com/board/view/?id=frozen&no=5493874&page=10,4,쥬디홉스,,52,0,2024.10.02 12:10:29,초반에 나 탈갤하라고 욕 ㅈㄴ함,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f9c3a4167f3a25af906ff4f03581c85430e03c1ae83aca46506aa240ac7da08290c2697e77940d5d8c44168a6a63a2836da031efab5fd6f91de1a0&amp;f_no=B9BAF832-3140-462C-8201-BA808D669CE1.jpg
5493873,후... 너네들은 이런거 보1지마라...,https://gall.dcinside.com/board/view/?id=frozen&no=5493873&page=10,,Frozen,,45,0,2024.10.02 10:37:25,조커 속편은 안나온거다,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed3386c2843d60b38551380c4b3d01bd9bde21a02551311b7d4378198257a727f07ab254120a286c3&amp;f_no=Screenshot_20241002_102451.png
5493872,예매완료,https://gall.dcinside.com/board/view/?id=frozen&no=5493872&page=10,1,Frozen,,74,0,2024.10.02 10:12:41,딱대~,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73fe98ffa11d02831708447936b6fafa39241ffd18ee7b0ae2e5ae694916ac5f7c2a417793f26a69ed36a312d1f860e32081380c4b3d01bd936be81c8857f0d51fedf5b8a74c55a57c286ae40f9b6cd42&amp;f_no=Screenshot_20241002_101043.png
5493871,10월 2일 명언,https://gall.dcinside.com/board/view/?id=frozen&no=5493871&page=10,1,ㄱㅁㅅs,121.162,36,0,2024.10.02 10:06:36,"용기란 일어서서 말할 때 뿐 아니라

앉아서 듣고 있을 때에도 필요하다.

Courage is what it takes to stand up and speak;

courage is also what it takes to sit down and listen.

-작자 미상-




신은 호두를 주었지만 그것을 깨지는 않았다.

God gives the nuts, but he does not crack them.

-독일 속담-




어제 못 올려서 오늘 2개로 대체합니다.

두 번째 명언은 실제 행동하고 책임지는 건 자신에게 주어져 있다는 뜻입니다.",
